Temperature,Rainfall,Humidity,Moisture,Crop 
21,36,52,402,Wheat
11,44,60,425,Barley
19,90,37,381,chile
24,259,61,429,Rice
14,117,81,451,Tomato
22,32,59,432,Wheat
24,42,68,405,Barley
23,102,36,308,chile
23,214,72,409,Rice
13,119,83,469,Tomato
22,85,52,421,Wheat
5,41,66,396,Barley
19,103,39,331,chile
24,260,79,415,Rice
13,103,88,529,Tomato
21,39,56,443,Wheat
24,46,67,400,Barley
22,84,30,337,chile
22,300,65,394,Rice
13,121,88,543,Tomato
23,91,55,418,Wheat
13,47,62,383,Barley
23,87,35,379,chile
26,343,62,424,Rice
13,78,88,604,Tomato
23,53,50,402,Wheat
24,43,60,404,Barley
25,120,39,303,chile
21,214,69,419,Rice
15,121,89,529,Tomato
21,62,57,405,Wheat
16,46,68,428,Barley
19,87,30,339,chile
27,323,70,407,Rice
15,69,82,624,Tomato
24,36,51,449,Wheat
16,45,70,389,Barley
22,103,40,314,chile
26,215,63,413,Rice
14,86,80,630,Tomato
24,94,57,445,Wheat
16,39,70,422,Barley
25,108,35,306,chile
27,278,60,394,Rice
15,111,83,566,Tomato
24,64,51,448,Wheat
11,48,69,409,Barley
25,116,34,399,chile
24,312,67,414,Rice
15,97,81,508,Tomato
24,57,60,401,Wheat
12,49,61,396,Barley
25,108,35,306,chile
26,252,76,400,Rice
15,106,79,502,Tomato
23,66,56,406,Wheat
21,50,67,408,Barley
20,106,33,353,chile
25,183,63,384,Rice
13,106,86,596,Tomato
21,50,52,420,Wheat
9,40,60,390,Barley
20,102,38,305,chile
26,330,66,424,Rice
16,133,78,551,Tomato
22,31,53,425,Wheat
11,44,60,380,Barley
24,97,38,325,chile
24,300,62,417,Rice
14,103,85,599,Tomato
22,84,55,420,Wheat
8,39,68,387,Barley
18,113,35,307,chile
22,345,76,394,Rice
16,61,75,650,Tomato
23,64,55,436,Wheat
15,50,68,420,Barley
24,116,37,351,chile
26,340,64,415,Rice
14,71,75,537,Tomato
22,40,57,405,Wheat
9,44,61,391,Barley
22,98,32,348,chile
26,281,61,427,Rice
13,94,87,546,Tomato
24,50,53,448,Wheat
27,39,62,426,Barley
22,118,33,307,chile
24,185,66,392,Rice
14,125,88,503,Tomato
22,77,51,410,Wheat
14,50,67,405,Barley
20,116,36,391,chile
21,312,75,398,Rice
14,143,90,464,Tomato
22,55,60,410,Wheat
5,45,61,394,Barley
26,82,33,308,chile
21,260,61,390,Rice
13,64,85,523,Tomato
23,56,60,447,Wheat
19,47,64,408,Barley
19,105,34,341,chile
22,290,65,411,Rice
15,64,82,564,Tomato
23,88,51,440,Wheat
6,48,65,412,Barley
19,119,37,309,chile
22,256,67,396,Rice
13,95,75,463,Tomato
24,34,60,439,Wheat
7,43,60,427,Barley
26,115,31,390,chile
23,279,75,414,Rice
14,122,78,457,Tomato
23,91,52,415,Wheat
12,39,67,406,Barley
26,97,31,390,chile
22,278,77,395,Rice
15,122,87,516,Tomato
21,83,52,443,Wheat
12,49,68,420,Barley
19,113,34,369,chile
25,350,66,402,Rice
16,140,83,575,Tomato
23,57,50,427,Wheat
26,42,63,411,Barley
20,101,39,367,chile
27,179,73,430,Rice
13,75,85,506,Tomato
22,67,50,437,Wheat
14,44,62,389,Barley
19,95,32,386,chile
26,279,65,410,Rice
16,105,84,518,Tomato
21,55,56,436,Wheat
19,40,69,411,Barley
23,96,33,341,chile
23,178,73,419,Rice
13,89,80,459,Tomato
23,41,60,445,Wheat
10,42,67,419,Barley
25,103,40,331,chile
25,224,73,428,Rice
13,104,88,450,Tomato
24,54,51,435,Wheat
20,42,66,428,Barley
21,95,31,325,chile
27,345,66,406,Rice
16,149,88,501,Tomato
23,100,52,421,Wheat
10,43,68,398,Barley
21,81,36,364,chile
27,280,72,412,Rice
16,73,86,453,Tomato
24,69,50,450,Wheat
12,43,67,430,Barley
18,94,36,302,chile
27,212,75,400,Rice
13,124,80,622,Tomato
24,89,53,450,Wheat
11,47,65,429,Barley
24,113,35,349,chile
25,244,62,403,Rice
15,117,76,495,Tomato
23,72,57,419,Wheat
13,49,64,390,Barley
24,86,30,349,chile
23,236,72,426,Rice
16,78,84,469,Tomato
21,76,53,443,Wheat
10,45,62,426,Barley
20,117,35,349,chile
27,236,68,393,Rice
15,128,80,452,Tomato
22,69,51,406,Wheat
19,42,61,388,Barley
24,107,40,303,chile
22,343,66,424,Rice
15,132,89,467,Tomato
23,47,60,437,Wheat
24,48,68,422,Barley
18,104,31,389,chile
26,196,79,400,Rice
14,122,88,598,Tomato
22,69,56,413,Wheat
9,39,70,392,Barley
22,88,33,326,chile
27,240,77,408,Rice
15,62,86,501,Tomato
21,60,60,442,Wheat
26,48,69,403,Barley
21,81,33,358,chile
24,290,77,417,Rice
14,126,81,467,Tomato
23,30,60,446,Wheat
17,44,65,429,Barley
22,83,37,376,chile
26,250,76,430,Rice
15,107,82,541,Tomato
24,96,59,407,Wheat
9,46,62,394,Barley
26,86,36,354,chile
27,238,77,401,Rice
16,83,87,589,Tomato
23,31,50,436,Wheat
22,42,67,396,Barley
24,113,38,319,chile
22,332,60,420,Rice
15,64,77,495,Tomato
22,77,50,450,Wheat
21,42,60,397,Barley
19,91,36,339,chile
26,336,62,409,Rice
15,76,89,455,Tomato
22,57,55,442,Wheat
14,49,70,388,Barley
23,80,32,315,chile
25,320,68,398,Rice
15,117,76,476,Tomato
21,57,56,436,Wheat
27,46,66,416,Barley
21,116,37,342,chile
24,183,69,393,Rice
16,93,86,476,Tomato
23,57,57,431,Wheat
16,48,62,381,Barley
23,101,37,363,chile
26,249,75,411,Rice
13,123,80,522,Tomato
24,96,58,426,Wheat
14,49,62,426,Barley
25,88,31,389,chile
21,346,72,409,Rice
15,139,77,553,Tomato
24,31,58,423,Wheat
23,39,64,381,Barley
21,105,36,314,chile
23,246,71,391,Rice
16,108,76,505,Tomato
24,55,57,435,Wheat
6,48,65,392,Barley
19,80,37,339,chile
27,347,64,417,Rice
14,74,78,496,Tomato
23,81,56,431,Wheat
19,47,64,388,Barley
19,111,38,302,chile
23,344,64,411,Rice
15,60,90,553,Tomato
23,50,51,411,Wheat
12,43,68,383,Barley
18,92,34,349,chile
23,206,80,426,Rice
16,112,88,554,Tomato
23,76,55,424,Wheat
5,45,64,409,Barley
24,102,38,375,chile
25,273,78,413,Rice
16,116,77,517,Tomato
21,56,57,432,Wheat
5,40,64,418,Barley
25,120,39,381,chile
25,258,72,405,Rice
13,85,85,476,Tomato
21,34,56,450,Wheat
17,39,65,396,Barley
19,93,31,307,chile
24,228,76,412,Rice
13,140,75,611,Tomato
22,72,54,424,Wheat
10,44,63,386,Barley
19,85,33,314,chile
21,197,69,413,Rice
14,138,90,573,Tomato
24,93,50,416,Wheat
22,44,62,402,Barley
21,103,32,366,chile
24,255,70,401,Rice
15,80,87,552,Tomato
23,46,55,450,Wheat
18,40,69,411,Barley
18,95,31,390,chile
21,210,60,424,Rice
14,94,83,629,Tomato
22,31,55,412,Wheat
11,46,65,416,Barley
24,119,34,342,chile
22,262,71,426,Rice
16,142,83,521,Tomato
24,82,50,422,Wheat
11,41,63,412,Barley
21,85,35,312,chile
23,200,71,410,Rice
15,95,84,586,Tomato
22,92,56,429,Wheat
24,48,68,430,Barley
19,110,30,386,chile
25,273,79,403,Rice
14,72,75,644,Tomato
24,95,59,449,Wheat
11,41,60,391,Barley
25,81,35,361,chile
24,198,64,412,Rice
13,82,82,502,Tomato
22,83,57,431,Wheat
27,40,68,423,Barley
23,86,32,393,chile
23,291,62,422,Rice
14,85,85,477,Tomato
24,46,59,429,Wheat
18,47,63,381,Barley
20,104,39,390,chile
26,302,62,390,Rice
16,94,82,480,Tomato
21,48,53,409,Wheat
7,48,68,425,Barley
20,94,35,376,chile
25,340,63,419,Rice
16,135,82,513,Tomato
22,83,51,428,Wheat
23,41,69,391,Barley
19,90,38,317,chile
23,221,68,403,Rice
16,66,86,606,Tomato
24,45,59,416,Wheat
16,43,62,406,Barley
24,101,40,381,chile
24,344,68,383,Rice
13,91,88,634,Tomato
23,39,58,445,Wheat
16,40,66,404,Barley
24,116,37,370,chile
26,327,66,392,Rice
13,108,77,533,Tomato
21,30,57,435,Wheat
14,47,60,419,Barley
18,80,38,386,chile
22,270,65,407,Rice
13,125,76,486,Tomato
24,92,57,443,Wheat
15,45,63,412,Barley
23,106,33,355,chile
27,240,71,402,Rice
13,61,79,458,Tomato
23,71,60,442,Wheat
14,43,66,381,Barley
26,106,33,335,chile
27,205,80,390,Rice
16,136,83,597,Tomato
22,34,58,409,Wheat
8,42,61,389,Barley
22,98,36,367,chile
24,279,74,408,Rice
16,74,89,608,Tomato
21,98,53,434,Wheat
20,40,68,383,Barley
18,113,38,310,chile
22,228,64,404,Rice
16,119,78,583,Tomato
21,97,59,418,Wheat
14,48,70,386,Barley
18,87,35,392,chile
25,216,65,407,Rice
14,77,90,540,Tomato
23,71,60,446,Wheat
18,45,67,380,Barley
23,82,34,327,chile
27,203,66,386,Rice
15,111,75,480,Tomato
21,63,57,426,Wheat
5,41,70,383,Barley
21,116,31,368,chile
23,251,69,408,Rice
14,122,75,531,Tomato
23,49,59,416,Wheat
11,39,65,388,Barley
18,80,32,378,chile
26,328,67,405,Rice
13,85,90,481,Tomato
22,74,60,442,Wheat
15,40,61,400,Barley
24,101,31,386,chile
27,229,63,414,Rice
14,150,85,525,Tomato
24,98,50,411,Wheat
14,47,65,403,Barley
24,95,37,378,chile
23,307,62,418,Rice
14,64,83,526,Tomato
23,72,57,428,Wheat
13,48,60,419,Barley
24,104,33,320,chile
23,326,74,404,Rice
15,109,88,487,Tomato
21,72,56,424,Wheat
6,49,64,429,Barley
18,102,33,324,chile
26,261,72,428,Rice
15,79,86,556,Tomato
23,33,60,436,Wheat
25,43,69,417,Barley
21,84,34,356,chile
24,190,74,410,Rice
16,93,88,470,Tomato
24,30,55,447,Wheat
22,43,60,389,Barley
19,94,34,353,chile
25,177,72,413,Rice
13,72,75,494,Tomato
24,34,58,423,Wheat
11,39,65,381,Barley
18,110,33,339,chile
24,176,75,395,Rice
15,102,77,562,Tomato
21,55,51,407,Wheat
9,50,63,413,Barley
25,106,37,363,chile
24,332,70,405,Rice
16,89,85,645,Tomato
21,93,51,405,Wheat
5,43,68,397,Barley
23,110,35,329,chile
21,252,68,394,Rice
13,91,76,581,Tomato
23,53,59,400,Wheat
21,43,65,418,Barley
18,87,32,384,chile
26,279,80,386,Rice
13,62,75,510,Tomato
22,44,53,428,Wheat
14,39,66,380,Barley
24,113,40,398,chile
25,349,76,412,Rice
14,72,87,603,Tomato
21,31,53,425,Wheat
7,44,65,384,Barley
26,98,30,356,chile
27,256,64,412,Rice
13,96,75,627,Tomato
23,96,51,430,Wheat
10,42,60,405,Barley
20,91,37,352,chile
23,213,75,383,Rice
13,98,81,601,Tomato
22,60,52,449,Wheat
6,46,60,383,Barley
21,119,34,378,chile
25,275,65,420,Rice
16,125,76,623,Tomato
21,84,58,424,Wheat
11,49,67,383,Barley
21,106,40,375,chile
23,317,73,410,Rice
15,137,87,643,Tomato
22,31,51,441,Wheat
7,40,65,421,Barley
19,96,37,315,chile
25,178,72,409,Rice
15,69,83,520,Tomato
22,88,51,432,Wheat
7,42,63,423,Barley
22,108,37,305,chile
26,215,74,403,Rice
14,63,75,516,Tomato
21,91,60,411,Wheat
20,46,65,400,Barley
18,114,38,390,chile
21,225,75,395,Rice
14,113,77,625,Tomato
22,30,59,450,Wheat
16,43,60,411,Barley
25,117,37,322,chile
27,293,71,391,Rice
15,75,77,493,Tomato
22,50,60,425,Wheat
22,45,65,392,Barley
19,98,33,372,chile
22,324,77,401,Rice
16,83,90,636,Tomato
21,47,58,435,Wheat
20,41,69,429,Barley
23,97,39,302,chile
23,270,61,419,Rice
15,87,76,500,Tomato
23,78,53,419,Wheat
12,47,65,393,Barley
26,112,36,337,chile
22,290,64,406,Rice
13,150,87,576,Tomato
23,44,57,413,Wheat
24,50,69,406,Barley
19,84,31,348,chile
25,244,61,417,Rice
15,60,88,516,Tomato
23,77,53,435,Wheat
5,46,70,385,Barley
21,83,37,384,chile
24,207,61,400,Rice
15,133,76,570,Tomato
22,54,60,404,Wheat
17,45,68,402,Barley
22,104,36,387,chile
26,239,63,420,Rice
15,111,83,466,Tomato
22,66,55,419,Wheat
6,47,61,386,Barley
25,84,39,365,chile
21,251,65,398,Rice
16,69,87,597,Tomato
24,64,52,442,Wheat
22,47,68,406,Barley
21,80,33,337,chile
23,185,72,419,Rice
15,65,85,463,Tomato
21,42,51,405,Wheat
16,48,70,420,Barley
19,107,33,326,chile
26,274,62,409,Rice
13,71,80,499,Tomato
23,48,50,420,Wheat
8,45,62,388,Barley
25,83,35,319,chile
27,335,70,387,Rice
16,117,85,505,Tomato
23,66,51,408,Wheat
22,42,69,395,Barley
22,83,35,387,chile
21,175,69,388,Rice
15,114,83,489,Tomato
23,99,53,436,Wheat
9,50,63,418,Barley
20,105,33,329,chile
22,271,64,417,Rice
13,144,84,538,Tomato
21,93,52,429,Wheat
18,45,63,424,Barley
23,88,40,319,chile
25,301,75,407,Rice
15,118,88,495,Tomato
23,30,59,413,Wheat
8,50,69,418,Barley
18,115,36,330,chile
23,224,67,429,Rice
14,73,75,648,Tomato
23,52,53,415,Wheat
10,42,64,411,Barley
22,111,34,318,chile
21,256,65,400,Rice
14,74,87,570,Tomato
24,84,56,444,Wheat
10,40,68,394,Barley
25,90,31,338,chile
27,197,65,395,Rice
14,115,89,622,Tomato
23,49,52,426,Wheat
19,50,66,389,Barley
23,100,36,368,chile
25,332,73,402,Rice
13,132,90,597,Tomato
22,38,59,417,Wheat
5,44,70,417,Barley
21,106,37,383,chile
25,308,80,415,Rice
15,63,86,645,Tomato
23,47,55,416,Wheat
21,46,67,424,Barley
26,105,36,398,chile
26,287,63,404,Rice
16,106,85,609,Tomato
23,81,56,430,Wheat
19,49,70,403,Barley
19,82,37,320,chile
22,289,70,424,Rice
15,84,88,496,Tomato
21,50,54,418,Wheat
23,50,61,398,Barley
23,115,35,376,chile
23,326,75,421,Rice
15,117,86,549,Tomato
22,52,52,434,Wheat
7,47,65,380,Barley
24,94,31,360,chile
21,192,62,391,Rice
13,134,82,454,Tomato
24,91,60,422,Wheat
9,40,66,408,Barley
23,104,37,374,chile
23,206,61,414,Rice
13,143,82,623,Tomato
23,49,52,409,Wheat
8,42,60,414,Barley
22,101,33,397,chile
22,240,66,402,Rice
15,66,78,586,Tomato
24,53,57,414,Wheat
16,41,67,428,Barley
19,94,39,333,chile
21,185,73,415,Rice
13,112,81,571,Tomato
21,94,55,407,Wheat
20,48,60,414,Barley
24,105,32,354,chile
21,272,60,421,Rice
14,139,90,508,Tomato
22,53,52,446,Wheat
27,41,70,419,Barley
18,119,39,318,chile
23,337,78,428,Rice
16,107,84,486,Tomato
22,72,52,420,Wheat
12,41,61,420,Barley
18,95,40,359,chile
26,285,70,423,Rice
14,138,81,634,Tomato
22,39,58,400,Wheat
14,43,60,393,Barley
26,104,30,395,chile
24,196,78,386,Rice
14,105,88,598,Tomato
21,74,57,450,Wheat
23,40,66,418,Barley
21,83,34,359,chile
25,213,70,424,Rice
16,137,86,451,Tomato
24,80,50,411,Wheat
19,44,65,412,Barley
21,89,38,342,chile
24,293,74,389,Rice
16,66,76,525,Tomato
21,94,50,439,Wheat
16,49,64,418,Barley
22,101,35,368,chile
26,194,74,409,Rice
14,137,85,505,Tomato
24,97,50,434,Wheat
23,39,70,394,Barley
19,84,35,387,chile
26,325,60,395,Rice
13,90,75,559,Tomato
23,49,60,448,Wheat
24,46,64,396,Barley
19,87,35,354,chile
27,259,75,420,Rice
13,83,90,576,Tomato
23,83,50,409,Wheat
26,44,70,386,Barley
20,104,32,374,chile
23,185,72,388,Rice
13,133,89,600,Tomato
23,73,55,446,Wheat
26,46,62,390,Barley
20,87,32,353,chile
27,190,73,416,Rice
13,99,90,620,Tomato
22,87,53,411,Wheat
7,42,65,381,Barley
22,88,35,321,chile
25,221,66,406,Rice
15,130,88,492,Tomato
23,59,56,400,Wheat
16,40,67,427,Barley
23,83,30,372,chile
22,267,62,405,Rice
15,102,85,560,Tomato
23,100,58,416,Wheat
26,46,61,405,Barley
24,90,38,324,chile
27,197,68,384,Rice
13,67,82,643,Tomato
22,36,52,434,Wheat
20,43,66,381,Barley
18,119,38,382,chile
26,347,62,420,Rice
14,87,81,541,Tomato
22,69,59,408,Wheat
16,47,64,390,Barley
18,102,35,329,chile
22,246,76,390,Rice
15,67,75,582,Tomato
24,38,54,415,Wheat
7,44,66,415,Barley
20,93,32,324,chile
24,338,80,428,Rice
14,121,77,549,Tomato
24,37,54,401,Wheat
21,49,65,388,Barley
26,120,40,313,chile
22,207,64,408,Rice
15,90,88,603,Tomato
21,71,52,423,Wheat
8,40,64,430,Barley
21,92,35,303,chile
24,179,66,423,Rice
15,123,77,615,Tomato
22,95,56,427,Wheat
10,44,65,389,Barley
19,81,32,325,chile
21,236,73,414,Rice
16,112,90,466,Tomato
22,47,55,448,Wheat
15,39,67,381,Barley
24,119,33,332,chile
26,272,69,429,Rice
15,144,83,576,Tomato
24,89,57,427,Wheat
11,41,64,425,Barley
24,81,31,351,chile
26,223,65,410,Rice
14,130,87,556,Tomato
21,60,57,405,Wheat
15,41,68,405,Barley
24,90,37,350,chile
25,215,80,386,Rice
14,88,77,551,Tomato
21,86,54,421,Wheat
25,49,70,381,Barley
21,117,35,380,chile
24,226,75,393,Rice
16,64,90,579,Tomato
22,88,58,410,Wheat
23,50,61,405,Barley
18,101,39,316,chile
22,191,71,398,Rice
16,89,81,535,Tomato
22,45,51,445,Wheat
7,43,60,410,Barley
18,120,36,344,chile
24,193,60,428,Rice
13,143,77,641,Tomato
23,70,59,418,Wheat
17,48,60,388,Barley
20,119,36,386,chile
24,200,61,400,Rice
13,65,78,540,Tomato
24,44,54,401,Wheat
20,49,67,393,Barley
20,91,30,329,chile
22,343,70,395,Rice
16,118,77,535,Tomato
23,70,53,443,Wheat
21,46,63,420,Barley
20,118,39,306,chile
22,208,62,420,Rice
13,78,81,542,Tomato
24,70,55,407,Wheat
10,41,60,385,Barley
23,99,34,302,chile
23,213,76,410,Rice
16,62,76,617,Tomato
21,98,54,428,Wheat
19,49,60,382,Barley
25,101,33,395,chile
21,239,72,411,Rice
15,92,89,618,Tomato
22,53,58,432,Wheat
10,46,63,423,Barley
19,89,32,306,chile
27,188,80,395,Rice
16,89,75,474,Tomato
22,97,59,425,Wheat
17,45,66,389,Barley
18,80,34,397,chile
22,181,60,395,Rice
13,87,79,647,Tomato
24,57,57,419,Wheat
8,42,68,389,Barley
20,109,35,393,chile
22,266,78,388,Rice
13,115,86,482,Tomato
23,70,50,444,Wheat
5,48,64,383,Barley
26,104,36,384,chile
24,287,79,388,Rice
15,148,83,626,Tomato
24,36,53,425,Wheat
18,50,69,409,Barley
26,97,33,319,chile
22,185,71,422,Rice
16,126,78,625,Tomato
23,55,53,404,Wheat
14,43,62,397,Barley
22,104,36,357,chile
25,285,73,424,Rice
16,135,83,485,Tomato
22,42,59,436,Wheat
11,47,60,382,Barley
21,92,34,331,chile
25,326,60,399,Rice
16,68,78,504,Tomato
22,97,56,423,Wheat
19,47,62,425,Barley
26,96,39,339,chile
25,212,73,423,Rice
13,66,88,632,Tomato
23,61,53,419,Wheat
9,46,68,412,Barley
20,96,30,342,chile
23,287,60,415,Rice
13,81,75,467,Tomato
23,91,58,400,Wheat
12,50,67,380,Barley
18,102,37,300,chile
22,290,60,407,Rice
13,109,88,606,Tomato
21,37,56,404,Wheat
24,44,65,385,Barley
22,94,36,300,chile
24,319,64,413,Rice
13,109,83,611,Tomato
21,49,51,412,Wheat
8,45,66,407,Barley
19,90,35,348,chile
21,295,74,424,Rice
13,105,87,468,Tomato
21,56,56,429,Wheat
19,46,64,391,Barley
21,120,39,355,chile
22,186,60,405,Rice
15,114,82,490,Tomato
23,94,54,420,Wheat
27,39,68,417,Barley
22,103,31,376,chile
26,186,65,398,Rice
14,63,84,504,Tomato
24,52,51,409,Wheat
24,40,61,389,Barley
23,93,40,305,chile
26,303,62,410,Rice
16,147,85,589,Tomato
22,42,54,430,Wheat
17,43,62,408,Barley
22,107,35,330,chile
23,277,65,384,Rice
15,90,86,636,Tomato
23,91,52,416,Wheat
11,50,61,387,Barley
24,101,34,302,chile
25,213,72,415,Rice
14,85,86,515,Tomato
21,91,53,408,Wheat
5,49,63,383,Barley
21,110,39,301,chile
22,225,70,422,Rice
16,114,85,523,Tomato
23,74,58,416,Wheat
7,42,69,425,Barley
22,92,36,381,chile
24,261,71,412,Rice
16,106,76,529,Tomato
22,79,55,446,Wheat
17,41,62,409,Barley
20,119,39,358,chile
27,263,69,409,Rice
16,60,88,498,Tomato
24,56,52,442,Wheat
13,42,63,384,Barley
22,113,33,342,chile
22,324,74,383,Rice
15,76,77,611,Tomato
22,47,52,433,Wheat
19,46,65,421,Barley
26,83,33,368,chile
26,177,79,419,Rice
14,150,81,481,Tomato
24,74,60,448,Wheat
5,44,60,393,Barley
21,95,32,312,chile
27,230,64,383,Rice
14,103,76,496,Tomato
21,48,50,430,Wheat
24,46,70,416,Barley
25,111,40,383,chile
23,263,75,389,Rice
16,78,84,562,Tomato
23,68,53,416,Wheat
13,44,64,394,Barley
25,105,30,351,chile
25,315,77,405,Rice
16,93,84,541,Tomato
24,77,52,449,Wheat
23,47,62,382,Barley
21,103,40,377,chile
27,239,63,391,Rice
15,129,77,622,Tomato
23,40,52,434,Wheat
8,43,69,425,Barley
25,115,30,325,chile
23,299,65,388,Rice
15,119,79,513,Tomato
24,76,56,407,Wheat
10,47,64,410,Barley
22,119,37,300,chile
26,208,71,424,Rice
13,122,86,537,Tomato
21,91,51,426,Wheat
21,42,62,406,Barley
21,117,36,380,chile
25,245,75,403,Rice
14,134,76,555,Tomato
23,32,51,431,Wheat
24,43,64,422,Barley
18,98,37,331,chile
26,252,78,383,Rice
14,105,87,530,Tomato
23,95,60,446,Wheat
21,43,62,382,Barley
24,92,31,382,chile
24,226,71,413,Rice
16,150,76,635,Tomato
21,32,59,441,Wheat
18,50,61,429,Barley
23,108,31,387,chile
24,305,65,383,Rice
16,146,80,564,Tomato
21,75,53,406,Wheat
22,46,69,382,Barley
22,106,32,322,chile
24,343,75,401,Rice
13,70,76,493,Tomato
21,88,59,435,Wheat
24,46,68,416,Barley
21,102,37,385,chile
23,288,75,419,Rice
15,79,79,550,Tomato
21,55,57,438,Wheat
11,46,68,404,Barley
24,89,36,389,chile
26,302,65,404,Rice
14,139,87,519,Tomato
22,56,59,447,Wheat
6,50,62,430,Barley
24,117,33,383,chile
24,224,61,427,Rice
16,123,78,465,Tomato
23,68,59,436,Wheat
14,44,70,382,Barley
20,96,40,391,chile
22,180,65,416,Rice
16,146,84,502,Tomato
23,77,50,417,Wheat
26,43,61,387,Barley
